number,title,verdict,evidence
6756,"fix(api): accept rtkConfig.enableRenderers on compression write schema (#6751)",SKIP,SKIP:not-selected|files:2
6755,"chore(ci): add coverage check for API tests",SKIP,SKIP:not-selected|files:5
6753,"fix(gemini): preserve chat file_data PDFs",SKIP,SKIP:not-selected|files:2
6743,"fix(api): emit reasoning_content on claude-web + v0-vercel-web SSE (#6662)",PORT,named-map-id
6742,"fix(resilience): route remaining credential-selection call sites through quota preflight (#6686)",SKIP,SKIP:not-selected|files:16
6741,"fix(compression): reconcile outer vs per-engine token counts (#6488)",SKIP,SKIP:not-selected|files:4
6735,"fix(api): Responses passthrough emits event-only SSE frames after filtering commentary output (#6561)",SKIP,SKIP:not-selected|files:4
6734,"fix(cli): fall back to settings.json when Claude Code binary is unresolvable (#6701)",SKIP,SKIP:not-selected|files:4
6733,"fix(resilience): release combo session-stickiness pin on a terminal/quality-rejected account (#6692)",DUPLICATE,exclude-or-dup-list
6732,"fix(resilience): resolve fp-pinned combo account back to real connection id (#6696)",SKIP,SKIP:not-selected|files:4
6731,"fix(resilience): apikey-provider 429s honor explicit quota-exhausted text (#6638)",PORT,named-map-id
6730,"fix(translator): defer content_block_start until GLM streams the tool name",SKIP,SKIP:not-selected|files:3
6729,"fix(translator): strip empty cloud_base_branch from Cursor Subagent tool call",SKIP,SKIP:not-selected|files:3
6728,"feat(chaos): big update - optimize; fix bugs; add features; enhance UX",SKIP,SKIP:not-selected|files:36
6727,"feat(models): add capability override UI",SKIP,SKIP:not-selected|files:13
6726,"fix(providers): Kiro adaptive-thinking allowlist excludes sonnet-4.5/haiku-4.5 (#6576)",PORT,named-map-id
6725,"fix(startup): lazy-import ioredis in rateLimiter to fix MCP ERR_MODULE_NOT_FOUND (#6559)",SKIP,SKIP:not-selected|files:4
6723,"fix(i18n): backfill 194 missing pt-BR keys (#6695)",SKIP,SKIP:not-selected|files:3
6722,"fix(providers): stop quota card re-sorting Codex/GLM bars by remaining % (#6687)",SKIP,SKIP:not-selected|files:5
6721,"fix(providers): drop image_generation for Codex Spark models regardless of plan (#6651)",SKIP,SKIP:not-selected|files:3
6720,"fix(build): suppress Turbopack over-bundling warning from agentSkills generator (#6582)",SKIP,SKIP:not-selected|files:3
6719,"fix(i18n): translate provider visibility/free-paid filter labels across 15 locales (#6694)",SKIP,SKIP:not-selected|files:17
6718,"fix(startup): rename reasoningControls.ts to avoid webpack casing collision (#6584)",SKIP,SKIP:not-selected|files:8
6717,"fix(api): point CLI health command at /api/monitoring/health (#6677)",SKIP,SKIP:not-selected|files:3
6716,"ci(quality): cut PR gate wall time without dropping protection",SKIP,SKIP:not-selected|files:31
6714,"Clamp reasoning token buffer to model output cap",PORT,named-map-id
6713,"fix(antigravity): surface aborted Gemini tool calls off end_turn",DUPLICATE,exclude-or-dup-list
6712,"fix(volcengine): clamp Kimi max_tokens to Ark endpoint cap",PORT,named-map-id
6711,"fix(usage): honor xAI provider-reported exact cost",SKIP,SKIP:not-selected|files:5
6710,"fix(codex): surface capacity errors embedded in 200-OK SSE streams",DUPLICATE,exclude-or-dup-list
6709,"feat(xai): route xAI clients to Grok native /v1/responses endpoint",PORT,named-map-id
6708,"fix(sse): skip thinkingConfig for gemma models in openai→gemini translation",PORT,named-map-id
6707,"fix(gemini): skip thinkingConfig for Gemma-4 on OpenAI→Gemini path",SKIP,SKIP:not-selected|files:3
6706,"fix(oauth): avoid bare-email dedup of Codex OAuth logins",PORT,named-map-id
6705,"fix(translator): unwrap bare {function:{…}} OpenAI tools without parent type",SKIP,SKIP:not-selected|files:3
6704,"fix(sse): unwrap bare {function:{…}} tools in openai→claude translation",DUPLICATE,exclude-or-dup-list
6702,"Expose per-combo reasoning token buffer toggle",SKIP,SKIP:not-selected|files:6
6700,"fix: update Dockerfile with --allow-scripts for better-sqlite3 compil…",SKIP,SKIP:not-selected|files:3
6698,"fix(sse): count gate/combo-rejected requests in per-api-key usage",PORT,named-map-id
6697,"feat(oauth): accept 9router camelCase Codex export in bulk import (#6665)",SKIP,SKIP:not-selected|files:3
6693,"ci(vps): VPS_ALWAYS_ON — keep the dedicated CI host up across releases",SKIP,SKIP:not-selected|files:1
6691,"ci(quality): route heavy fast-path jobs to the self-hosted VPS pool (flag-gated)",SKIP,SKIP:infra-only|files:1
6682,"fix(cli): compression REST fallback uses canonical defaultMode + JSON object cells (#6571)",SKIP,SKIP:not-selected|files:5
6681,"fix(providers): register openrouter rerank provider (#6574)",DUPLICATE,exclude-or-dup-list
6679,"feat(chaos): add Chaos Mode — multi-model parallel/collaborative execution",SKIP,SKIP:not-selected|files:35
6678,"feat(settings): 9router-style Routing Strategy card + sticky parity",SKIP,SKIP:not-selected|files:15
6676,"fix(cli): use defaultMode in compression REST fallback + render objects in table output (#6571)",SKIP,SKIP:not-selected|files:4
6675,"fix(providers): remove obsolete providers",SKIP,SKIP:not-selected|files:39
6663,"docs(claude): nomes da nova família de skills review/triage/implement",SKIP,SKIP:infra-only|files:1
6661,"chore(deps): bump omniglyph to ^1.0.2 (security: ReDoS fixes)",SKIP,SKIP:infra-only|files:2
6649,"feat: add setting for provider/model-specific parameters",SKIP,SKIP:not-selected|files:23
6648,"fix(mimocode): handle 400 with cooldown + account rotation",DUPLICATE,exclude-or-dup-list
6647,"fix(cli): detect WinGet Claude Code on Windows",SKIP,SKIP:not-selected|files:3
6646,"docs(routing): reconcile 17 vs 18 public-strategy count in AUTO-COMBO",SKIP,SKIP:infra-only|files:1
6645,"fix(api): sanitize catch-block error.message in middleware/hooks routes",DUPLICATE,exclude-or-dup-list
6644,"docs: sync routing-strategy count to 18 across README + AGENTS.md",SKIP,SKIP:infra-only|files:4
6643,"docs(claude): fix p2c casing to match ROUTING_STRATEGY_VALUES",SKIP,SKIP:infra-only|files:1
6642,"docs(claude): align research artifact path with superpowers convention",SKIP,SKIP:infra-only|files:2
6641,"fix(test): replace tautology in playground-api-tab + make test-masking catch it (#6404)",SKIP,SKIP:not-selected|files:100
6640,"fix(vision-bridge): auto-reroute non-vision models to fastest vision model when images detected",DUPLICATE,exclude-or-dup-list
6635,"fix(chatgpt-web): render citations as markdown links",SKIP,SKIP:not-selected|files:6
6632,"fix(db): break probe-failed/restore loop on large storage.sqlite",SKIP,SKIP:not-selected|files:2
6630,"fix(db): break probe-failed/restore loop that hangs server startup on sql.js OOM (v3.8.46)",SKIP,SKIP:not-selected|files:1
6629,"fix(db): break probe-failed/restore loop that hangs server startup on sql.js OOM (v3.8.46)",SKIP,SKIP:not-selected|files:100
6626,"fix(api): fix Invalid request when editing Codex connections (#6562)",SKIP,SKIP:not-selected|files:3
6624,"fix(api): POST /api/keys no longer hangs on fresh install (#6570)",SKIP,SKIP:not-selected|files:4
6622,"fix(startup): tolerate 'Database closed' in instrumentation bootstrap (#6560)",SKIP,SKIP:not-selected|files:4
6621,"fix(auth): enforce API-key policy on Codex Responses WebSocket bridge (#6564)",SKIP,SKIP:not-selected|files:3
6620,"fix(proxy): force CONNECT tunnel for HTTP proxied requests (undici 8.7) + production deps bump",DUPLICATE,exclude-or-dup-list
6619,"fix(startup): resolve AgentBridge MITM router key from existing OmniRoute key",SKIP,SKIP:not-selected|files:3
6618,"fix(providers): correct Content-Type on Cloudflare Worker upload (#6416)",SKIP,SKIP:not-selected|files:5
6617,"fix(startup): cover all 4 antigravity hosts in AgentBridge MITM certs (#6494)",SKIP,SKIP:not-selected|files:3
6616,"fix(resilience): fall back on masked-200 credit exhaustion (#6427)",SKIP,SKIP:not-selected|files:3
6615,"fix(compression): rank non-default engines in the adaptive ladder (#6533)",SKIP,SKIP:not-selected|files:3
6614,"fix(providers): backfill #6454 CHANGELOG + 11-member fusion regression guard",SKIP,SKIP:not-selected|files:2
6611,"feat(sandbox): native Apple Container; WSL; OrbStack; Podman runtime support",SKIP,SKIP:not-selected|files:5
6610,"fix(providers): exclude image/diffusion models from chat catalog (#6457)",SKIP,SKIP:not-selected|files:4
6609,"fix(api): render tool-call args correctly via /anthropic (#6459)",SKIP,SKIP:not-selected|files:3
6608,"fix(api): close HEAD requests immediately instead of hanging (#6400)",DUPLICATE,exclude-or-dup-list
6607,"fix(providers): honor fusion config.judgeModel (#6455)",DUPLICATE,exclude-or-dup-list
6606,"fix(providers): exclude image/diffusion models from chat catalog (#6457)",DUPLICATE,exclude-or-dup-list
6605,"fix(electron): bump electron 42→43 + build better-sqlite3 from source (ABI 148)",SKIP,SKIP:not-selected|files:3
6604,"feat(sandbox): native Apple Container; WSL Container; OrbStack; Podman runtime support",SKIP,SKIP:not-selected|files:100
6603,"fix(test): replace playground-api-tab tautology + tighten test-masking (#6404)",SKIP,SKIP:not-selected|files:4
6602,"fix(oauth): persist and reuse rotated Codex OAuth refresh token (#6352)",DUPLICATE,exclude-or-dup-list
6601,"fix(dashboard): size the web-session cookie modal to fit on 1080p (#6265)",SKIP,SKIP:not-selected|files:4
6600,"fix(resilience): thread connection snapshot into headroom Codex quota fetch (#6379)",SKIP,SKIP:not-selected|files:4
6599,"fix(logger): tolerate write to removed DATA_DIR so tests don't crash on teardown (#6360)",SKIP,SKIP:not-selected|files:2
6598,"fix(providers): include custom models in Free Provider Rankings filters (#6368)",SKIP,SKIP:not-selected|files:3
6597,"fix(providers): stop cloudflare-ai from silently dropping image content parts (#6390)",DUPLICATE,exclude-or-dup-list
6596,"docs(changelog): backfill #6304 + #6240 bug-fix bullets",SKIP,SKIP:infra-only|files:1
6590,"feat(sse): add connection backpressure guard to chat handler",SKIP,SKIP:not-selected|files:3
6588,"deps: bump the development group across 1 directory with 6 updates",SKIP,SKIP:infra-only|files:2
6587,"feat: add Kiro API key authentication",SKIP,SKIP:not-selected|files:31
6586,"fix(sse): preserve server-tool literal names in message history and tool_choice",DUPLICATE,exclude-or-dup-list
6583,"feat(quality): validate-release-green --full-ci — reproduce the ci.yml static gate set (P0)",SKIP,SKIP:not-selected|files:5
6581,"fix(antigravity): sanitize Cloud Code safety settings",SKIP,SKIP:no-files|files:0
6580,"fix(release): v3.8.46 closing — proxy random via crypto.randomInt (CodeQL #698/#699) + date [3.8.46]",SKIP,SKIP:not-selected|files:46
6578,"fix(startup): normalize non-Error rejections from DB init before rethrow (#6560)",SKIP,SKIP:not-selected|files:2
6577,"feat(plugins): add langfuse plugin",SKIP,SKIP:not-selected|files:3
6572,"feat: headroom integration + resource optimizations for container stability",DUPLICATE,exclude-or-dup-list
6569,"Release v3.8.47",DUPLICATE,exclude-or-dup-list
6565,"fix(security): enforce API key policy in Codex WS bridge (#6564)",SKIP,SKIP:not-selected|files:2
6558,"fix(fusion): judge replayed a panel answer via idempotency-key collision",DUPLICATE,exclude-or-dup-list
6556,"feat(compression): omniglyph engine (context-as-image; Fable 5 direct) — stack + single mode",DUPLICATE,exclude-or-dup-list
6554,"fix(playground): accept a dashboard session for presets under REQUIRE_API_KEY",SKIP,SKIP:not-selected|files:3
6553,"perf(health): short-TTL cache for GET /api/monitoring/health",DUPLICATE,exclude-or-dup-list
6552,"fix(dashboard-api): apply hidePaidModels to /api/models + openrouter-catalog + test endpoints (#6328)",DUPLICATE,exclude-or-dup-list
6551,"fix(backup): exclude paid models from JSON export/backup when hidePaidModels=true (#6328)",DUPLICATE,exclude-or-dup-list
6550,"fix(autoCombo): exclude paid models from fusion candidate pools when hidePaidModels=true (#6328)",DUPLICATE,exclude-or-dup-list
6549,"fix(models): apply hidePaidModels to synced/custom/alias-backed/managed-fallback loops (#6328)",DUPLICATE,exclude-or-dup-list
6548,"fix(tests): replace expect(true) tautology in playground-api-tab (#6404)",SKIP,SKIP:not-selected|files:1
6547,"docs(readme): cross-link CodeWebChat as editor-side companion (#6189)",SKIP,SKIP:infra-only|files:1
6546,"fix(providers): fail fast on empty auto-combo pool instead of 15s timeout (#6458)",DUPLICATE,exclude-or-dup-list
6545,"feat(combo): sanitized diagnostic trace on auto-combo terminal failure",SKIP,SKIP:not-selected|files:4
6544,"perf(models): short-TTL request-coalescing cache for the /v1/models catalog",SKIP,SKIP:not-selected|files:4
6543,"fix(security): fail-closed CORS for cloud-agent management routes",DUPLICATE,exclude-or-dup-list
6542,"fix(security): SSRF-guard provider validation probes (block cloud metadata)",DUPLICATE,exclude-or-dup-list
6541,"fix(security): loopback-gate /api/middleware/* (arbitrary JS via vm.Script)",DUPLICATE,exclude-or-dup-list
6538,"fix: broken tier-flow diagram on onboarding page",SKIP,SKIP:not-selected|files:2
6536,"Default global reasoning token buffer off",SKIP,SKIP:not-selected|files:8
6534,"fix(compression): honor UI-toggled engines in stackedPipeline dispatch + surface substitution (#6463)",SKIP,SKIP:not-selected|files:3
6532,"fix(providers): warn when config.judgeModel is set on a non-fusion combo (#6455)",DUPLICATE,exclude-or-dup-list
6527,"feat(providers): 'Add session cookie' modal — one-click 'Open <host>' link (#6268)",SKIP,SKIP:not-selected|files:5
6526,"fix(providers): size AddApiKeyModal for 1080p — drop inner max-h cap; widen to lg (#6265)",SKIP,SKIP:not-selected|files:2
6525,"fix(providers): reject image-only models on /v1/chat/completions with clear error (#6457)",DUPLICATE,exclude-or-dup-list
6523,"fix(providers): enrich model_cooldown 429 body with retry_after ISO + credential count (#6460)",DUPLICATE,exclude-or-dup-list
6522,"fix(api): validate chat completion scalars before provider lookup (#6412)",SKIP,SKIP:not-selected|files:3
6521,"fix(providers): honor fusion minPanel=1 and surface per-member failures in fusion 503 (#6454)",DUPLICATE,exclude-or-dup-list
6520,"fix(compression): enable caveman engine when selected as stacked step (#6464)",SKIP,SKIP:not-selected|files:2
6519,"fix(compression): surface fallback reasons in preview response (#6461)",SKIP,SKIP:not-selected|files:3
6518,"feat(sse): exclude paid-only models from auto/* candidate pool when hidePaidModels is on (#6512)",DUPLICATE,exclude-or-dup-list
6517,"fix(api): add explicit HEAD handler for /v1/models to prevent ~6s hang (#6400)",DUPLICATE,exclude-or-dup-list
6516,"fix(api): JSON 404 for unknown /anthropic/*; /openai/*; /metrics; /debug; /.env (#6405 follow-up)",DUPLICATE,exclude-or-dup-list
6515,"fix(api): return 400 for missing/invalid messages before model resolution (#6402)",DUPLICATE,exclude-or-dup-list
6514,"fix(backend): accept mode:''caveman'' as alias for ''standard'' in compression API (#6425)",SKIP,SKIP:not-selected|files:2
6513,"fix(api): return 415 when /v1/chat/completions receives non-JSON Content-Type (#6414)",DUPLICATE,exclude-or-dup-list
6511,"fix(api): exempt test-model requests from Output Styles injection (#6240)",SKIP,SKIP:not-selected|files:4
6510,"fix(providers): spawn Auggie CLI with shell:true on win32 (#6304)",SKIP,SKIP:not-selected|files:2
6509,"feat(sse): provider-family auto combos auto/glm; auto/minimax; auto/zai; auto/mimo; auto/gemma; auto/llama; auto/gemini (#6453)",DUPLICATE,exclude-or-dup-list
6508,"fix(resilience): recoverable 403 for no-credential providers (#6315)",SKIP,SKIP:not-selected|files:3
6507,"fix(api): remove duplicate origin check causing LAN 403 on health-autopilot actions (#6277)",SKIP,SKIP:not-selected|files:3
6506,"fix(compression): unknown engine names surface validationErrors instead of silently falling back",SKIP,SKIP:not-selected|files:3
6505,"fix(pricing): persist sync status across module instances (#6325)",SKIP,SKIP:not-selected|files:3
6504,"fix(cli): surface a diagnostic instead of a silent hang on serve readiness timeout (#6321)",SKIP,SKIP:not-selected|files:4
6503,"fix(providers): strip reasoning_effort/reasoning from grok-cli requests (#6288)",SKIP,SKIP:not-selected|files:3
6502,"fix(providers): stop Antigravity false quota-exhausted (#6295)",SKIP,SKIP:not-selected|files:3
6501,"fix(compression): add intra-message dedup to session-dedup engine (#6467)",SKIP,SKIP:not-selected|files:6
6499,"fix(ui): prevent silent overwrite of existing API key connections on …",PORT,ported:POST create-only 409 + provider-scoped default name|files:8
commit:fb24740b73,"fix(ci): add the auto-enqueue pull_request_rule to the Mergify config (queue_conditions alone are eligibility-only) (#7179)",SKIP,release-ci-deps-commit
commit:01ab5d1fd5,"chore(ci): add .mergify.yml to main — Mergify only reads config from the default branch (#7168)",SKIP,release-ci-deps-commit
commit:7ee5bbc64d,"fix(build): v3.8.48 hotfix — npm tarball head-response-guard (#7065); electron win spawn; Sonar gate zeroed (#7055)",SKIP,release-ci-deps-commit
commit:e8950ded39,"Release v3.8.47 (#6569)",SKIP,release-ci-deps-commit
commit:9cd18bf9a1,"fix(proxy): force CONNECT tunnel for HTTP proxied requests (undici 8.7) + production deps bump (#6620)",SKIP,release-ci-deps-commit
commit:44d501ae6a,"deps: bump the development group across 1 directory with 6 updates (#6588)",SKIP,release-ci-deps-commit
commit:5712364134,"fix(electron): bump electron 42→43 + build better-sqlite3 from source (ABI 148) (#6605)",SKIP,release-ci-deps-commit
commit:1eae976b28,"fix(release): v3.8.46 closing — proxy random via crypto.randomInt (CodeQL #698/#699) + date [3.8.46]",SKIP,release-ci-deps-commit
commit:92715c8f2c,"Release v3.8.46",SKIP,release-ci-deps-commit
